"ingredients","business","dish","price","location","date"
"","Sonnenschein","Mit Rinder gehacktem gefüllte Paprika, Butterkartoffel, Erbsen, Del.sauce","6.00","Adlershof","2017-09-11 00:00:00"
"","Sonnenschein","„Falsche Hase“, Reispilaw, Brokkoli Röschen, Anjarsauce","6.00","Adlershof","2017-09-11 00:00:00"
"","Sonnenschein","Hähnchen Cordon Bleu, Nudeln, Anjarsauce","6.00","Adlershof","2017-09-11 00:00:00"
"Vegetarian","Sonnenschein","Lasagne a la Mexicana, cremige Tomatensauce, Salat (vegetarisch)","5.00","Adlershof","2017-09-11 00:00:00"
"Vegetarian","Sonnenschein","Kartoffeln-Brokkoli-Auflauf, Sauce, Salat (vegetarisch)","5.00","Adlershof","2017-09-11 00:00:00"
"Soup","Sonnenschein","Kürbiscremesuppe mit Hähnchenfilet & 1 Brötchen","4.00","Adlershof","2017-09-12 00:00:00"
"","Sonnenschein","Rinderroulade, Apfelrotkohl, Butterkartoffel, Del.sauce","6.00","Adlershof","2017-09-12 00:00:00"
"","Sonnenschein","„Wrap“, Sauce Bolognese, Salat","6.00","Adlershof","2017-09-12 00:00:00"
"","Sonnenschein","Hähnchenbrust „Pomodoro“ Bratkartoffeln, Champignonrahmsauce","6.00","Adlershof","2017-09-12 00:00:00"
"Vegetarian","Sonnenschein","Moussaka „Griechische Art“ Salat, cremige Tomatensauce (vegetarisch)","5.50","Adlershof","2017-09-12 00:00:00"
"Vegetarian","Sonnenschein","Nudeln mit frische Champignon & Cherry Tomaten in Käsesauce (vegetarisch)","5.00","Adlershof","2017-09-12 00:00:00"
"","Sonnenschein","Mexikanischer-Paprika-Cilly-Topf & 1 Brötchen","4.00","Adlershof","2017-09-13 00:00:00"
"","Sonnenschein","Lasagne Bolognese mit Rindergehacktem, cremige Tomatensauce, Salat","6.00","Adlershof","2017-09-13 00:00:00"
"","Sonnenschein","Moussaka mit Schweinegehacktem „Griechische Art“, Tomatensauce, Salat","6.00","Adlershof","2017-09-13 00:00:00"
"","Sonnenschein","Saltimbocca (Hühnerbrust), Bratkartoffeln, Möhrengemüse, Käsesauce","6.00","Adlershof","2017-09-13 00:00:00"
"Vegetarian","Sonnenschein","Rahmspinat, Butterkartoffeln, 2 Spiegeleier (vegetarisch)","5.00","Adlershof","2017-09-13 00:00:00"
"Vegetarian","Sonnenschein","Panierte Goudaschnitte, Butterkartoffeln, Käsesauce (vegetarisch)","5.00","Adlershof","2017-09-13 00:00:00"
"Soup","Sonnenschein","Fernöstliche Geflügelsuppe & 1 Brötchen","4.00","Adlershof","2017-09-14 00:00:00"
"Fish","Sonnenschein","Lachsschnitte auf Rahmblattspinat, Butterkartoffeln","6.80","Adlershof","2017-09-14 00:00:00"
"","Sonnenschein","Schweine Cordon Bleu, Bratkartoffeln, Champignonrahmsauce","6.00","Adlershof","2017-09-14 00:00:00"
"","Sonnenschein","- Hühnerbruststreifen mit Gemüse in Kokos-Mango-Currysauce, Reis","6.00","Adlershof","2017-09-14 00:00:00"
"Vegetarian","Sonnenschein","Kartoffel-Zucchini-Rösti, Salat, Kräuterrahmsauce (vegetarisch)","5.00","Adlershof","2017-09-14 00:00:00"
"Vegetarian","Sonnenschein","Falafel mit Petersilien-Tomatensalat, Joghurt (vegetarisch)","5.00","Adlershof","2017-09-14 00:00:00"
"Soup","Sonnenschein","Linsensuppe mit Kasseler Würfeln & 1 Brötchen","4.00","Adlershof","2017-09-15 00:00:00"
"","Sonnenschein","Rinderhackschnitten zu grüne Bohnen, Butterkartoffeln, Del.sauce","6.00","Adlershof","2017-09-15 00:00:00"
"","Sonnenschein","Tagliatelle mit Hähnchenbrust in Zitronensauce","6.00","Adlershof","2017-09-15 00:00:00"
"","Sonnenschein","Riesige Currywurst, Bratkartoffeln, Salat","5.90","Adlershof","2017-09-15 00:00:00"
"Vegetarian","Sonnenschein","Gemüse „Ghiveci“, Reis (vegetarisch)","5.00","Adlershof","2017-09-15 00:00:00"
"","La Petite","ChickenBurger mit saftigem KrispyChicken vom Grill, hausgemachter Majonäse, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-15 00:00:00"
"","La Petite","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-11 00:00:00"
"","La Petite","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-12 00:00:00"
"","La Petite","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-13 00:00:00"
"","La Petite","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-14 00:00:00"
"","La Petite","TVBurger mit saftigem Beef vom Grill, hausgemachter Burgersauce, knackigem Salat, Tomaten und Zwiebeln, Käse und Gewürzgurken + American Krautsalat","6,60","Adlershof","2017-09-15 00:00:00"
"","La Petite","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30","Adlershof","2017-09-11 00:00:00"
"","La Petite","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30","Adlershof","2017-09-12 00:00:00"
"","La Petite","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30","Adlershof","2017-09-13 00:00:00"
"","La Petite","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30","Adlershof","2017-09-14 00:00:00"
"","La Petite","VeggieFitness Burger mit frisch gegrilltem Gemüsepatty aus sonnengereiften Gemüse, fruchtig frischer Mangosauce, Tomaten, Zwiebeln, knackiger Salat und Gewürzgurken + American Krautsalat","6,30","Adlershof","2017-09-15 00:00:00"
"","Suppencult","Spinatsalat mit Hirtenkäse, Feldsalat, Kartoffeln, Lauchzwiebeln, Weintrauben und einem hausgemachten Senfdressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-14 00:00:00"
"","Suppencult","Spinatsalat mit Hirtenkäse, Feldsalat, Kartoffeln, Lauchzwiebeln, Weintrauben und einem hausgemachten Senfdressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-15 00:00:00"
"","Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Gurken, verschiedenen Sprossen, Strauchtomaten, Radieschen, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-11 00:00:00"
"","Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Gurken, verschiedenen Sprossen, Strauchtomaten, Radieschen, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-12 00:00:00"
"","Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Gurken, verschiedenen Sprossen, Strauchtomaten, Radieschen, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-13 00:00:00"
"","Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Gurken, verschiedenen Sprossen, Strauchtomaten, Radieschen, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-14 00:00:00"
"","Suppencult","Frische Salatvariation mit Hirtenkäse, Rucola, Gurken, verschiedenen Sprossen, Strauchtomaten, Radieschen, Sonnenblumenkernen und einem hausgemachten Balsamicodressing, auf Wunsch mit Hähnchenbrustfilet","5,40/5,80","Alexanderplatz","2017-09-15 00:00:00"
"Soup","Suppencult","Griechische weiße Bohnen Suppe mit Möhren, Zucchini, Tomaten, Artischocken, Minze, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-11 00:00:00"
"Soup","Suppencult","Griechische weiße Bohnen Suppe mit Möhren, Zucchini, Tomaten, Artischocken, Minze, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-12 00:00:00"
"Soup","Suppencult","Griechische weiße Bohnen Suppe mit Möhren, Zucchini, Tomaten, Artischocken, Minze, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-13 00:00:00"
"Soup","Suppencult","Griechische weiße Bohnen Suppe mit Möhren, Zucchini, Tomaten, Artischocken, Minze, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-14 00:00:00"
"Soup","Suppencult","Griechische weiße Bohnen Suppe mit Möhren, Zucchini, Tomaten, Artischocken, Minze, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-15 00:00:00"
"Vegetarian;Soup","Suppencult","Vegetarische Linsensuppe mit braunen Linsen, Kartoffeln, Blumenkohl, Kohlrabi, Möhren, Ingwer, Curcuma, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-11 00:00:00"
"Vegetarian;Soup","Suppencult","Vegetarische Linsensuppe mit braunen Linsen, Kartoffeln, Blumenkohl, Kohlrabi, Möhren, Ingwer, Curcuma, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-12 00:00:00"
"Vegetarian;Soup","Suppencult","Vegetarische Linsensuppe mit braunen Linsen, Kartoffeln, Blumenkohl, Kohlrabi, Möhren, Ingwer, Curcuma, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-13 00:00:00"
"Vegetarian;Soup","Suppencult","Vegetarische Linsensuppe mit braunen Linsen, Kartoffeln, Blumenkohl, Kohlrabi, Möhren, Ingwer, Curcuma, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-14 00:00:00"
"Vegetarian;Soup","Suppencult","Vegetarische Linsensuppe mit braunen Linsen, Kartoffeln, Blumenkohl, Kohlrabi, Möhren, Ingwer, Curcuma, Crème fraiche und frischer Petersilie","4,30","Alexanderplatz","2017-09-15 00:00:00"
"","Suppencult","Rote Bete - Ingwercrème mit Sahne und frischem Schnittlauch","4,40","Alexanderplatz","2017-09-11 00:00:00"
"","Esswirtschaft","Berliner Boulette mit Mischgemüse und Kartoffeln","","Adlershof","2017-09-12 00:00:00"
"Vegetarian","Esswirtschaft","Kokos-Erdnuss Curry mit Minze, dazu Basmatireis","","Adlershof","2017-09-12 00:00:00"
"","Esswirtschaft","Indonesische  Hähnchen-Nudel-Pfanne","","Adlershof","2017-09-13 00:00:00"
"Vegetarian","Esswirtschaft","Rote Zwiebel-Kartoffel-Tortilla mit Kräutersalat und rohe Tomatensauce","","Adlershof","2017-09-13 00:00:00"
"","Esswirtschaft","Asiatisches Hähnchengeschnetzeltes mit Apfel-Lauch","","Adlershof","2017-09-14 00:00:00"
"Vegetarian","Esswirtschaft","Gnocchi di Patate mit Pilzrahmsoße und Parmesan","","Adlershof","2017-09-14 00:00:00"
"Fish","Esswirtschaft","Lachs im Cajun-Gewürzmantel mit  Kräuter-Schmand , dazu Kartoffel-Gurkensalat","","Adlershof","2017-09-15 00:00:00"
"Vegan;Vegetarian","Esswirtschaft","Gebratene Nudeln mit Tofu und Sesam","","Adlershof","2017-09-15 00:00:00"
"Flammkuchen","Albert","Flammkuchen: Rucola, Serranoschinken & Parmesan","6.00","Adlershof","2017-09-15 00:00:00"
"Flammkuchen;Fish","Albert","Flammkuchen: Thunfisch & Zwiebeln","6.00","Adlershof","2017-09-11 00:00:00"
"Flammkuchen;Fish","Albert","Flammkuchen: Thunfisch & Zwiebeln","6.00","Adlershof","2017-09-12 00:00:00"
"Flammkuchen;Fish","Albert","Flammkuchen: Thunfisch & Zwiebeln","6.00","Adlershof","2017-09-13 00:00:00"
"Flammkuchen;Fish","Albert","Flammkuchen: Thunfisch & Zwiebeln","6.00","Adlershof","2017-09-14 00:00:00"
"Flammkuchen;Fish","Albert","Flammkuchen: Thunfisch & Zwiebeln","6.00","Adlershof","2017-09-15 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Farfalle mit Tomaten-Oliven-Sauce und frischen Kräutern","6","Adlershof","2017-07-28 00:00:00"
"Vegetarian;Bio","Jouis Nour","Lauch-Rahmsüppchen mit Karotttenraspeln","4","Adlershof","2017-07-28 00:00:00"
"Bio","Jouis Nour","Schnitzel mit Pfifferlings-Waldpilz-Rahmsauce, Kartoffelstampf und Tomatensalat","7.5","Adlershof","2017-07-31 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Spaghettimit Gemüsebolognese und Sonnenblumenkernen","5.5","Adlershof","2017-07-31 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Feuriger Paprikatopf mit Tofustückchen","4.5","Adlershof","2017-07-31 00:00:00"
"Soup;Bio","Jouis Nour","Thai-Gemüsesuppe mit Kokosmilch und Hähnchen","4.5","Adlershof","2017-08-01 00:00:00"
"Bio","Jouis Nour","Tafelspitz mit Meerrettichsauce und Fingermöhren an Salzkartoffeln","7.5","Adlershof","2017-08-01 00:00:00"
"Vegetarian;Bio","Jouis Nour","Griechischer Spinatauflauf mit Tzatziki und geröstetem Sesam","5.9","Adlershof","2017-08-01 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Spinatcremesuppe mit Tomatenwürfeln","4","Adlershof","2017-08-02 00:00:00"
"Bio","Jouis Nour","Pikanter Gulasch vom Schwein mit Waldpilzen und Salzkartoffeln","7.5","Adlershof","2017-08-02 00:00:00"
"Vegetarian;Bio","Jouis Nour","Pasta mit Gorgonzolasauce, Rucola und Kirschtomaten","5.5","Adlershof","2017-08-02 00:00:00"
"Vegan;Vegetarian;Soup;Bio","Jouis Nour","Rote Linsensuppe mit Paprikastreifen","4","Adlershof","2017-08-03 00:00:00"
"Fish","Jouis Nour","Gebratener Rotbarsch mit Senfsauce, Kartoffeln und Rahmgurken","7.9","Adlershof","2017-08-03 00:00:00"
"Bio","Jouis Nour","Polenta-Porree-Auflauf mit gerösteten Sonnenblumenkernen und Tomaten-Pesto","5.9","Adlershof","2017-08-03 00:00:00"
"Vegetarian;Bio","Jouis Nour","Kaltes Gurkensüppchen mit Tomaten-Kräuter-Pesto","4","Adlershof","2017-08-04 00:00:00"
"Bio","Jouis Nour","Geflügelbällchen mit Paprika-Tomaten-Gemüse und Kartoffelecken","7","Adlershof","2017-08-04 00:00:00"
"Vegetarian;Bio","Jouis Nour","Rahmspinat mit gekochten Eiern an Petersilienkartoffeln","5.5","Adlershof","2017-08-04 00:00:00"
"Vegan;Vegetarian;Soup;Bio","Jouis Nour","Fruchtige Kürbissuppe mit gerösteten Kürbiskernen","4","Adlershof","2017-08-07 00:00:00"
"Bio","Jouis Nour","Rindergeschnetzeltes in pikanter Pfeffersauce mit Langkornreis und frischen Kräutern","7.5","Adlershof","2017-08-07 00:00:00"
"Vegetarian;Bio","Jouis Nour","Bunte Gemüse-Gnocchipfanne an Kräuterrahm","5.9","Adlershof","2017-08-07 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Brokkolisuppe mit Tomatenwürfel und Sonnenblumenkernen","4","Adlershof","2017-08-08 00:00:00"
"Bio","Jouis Nour","Mini Grillhaxen mit Sellerie-Kartoffelpüree und Malzbiersauce","7.5","Adlershof","2017-08-08 00:00:00"
"Vegetarian;Bio","Jouis Nour","Orientalische Gemüse Cous Cous Pfanne mit Joghurt-Minz-Dip","5.9","Adlershof","2017-08-08 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Kichererbsensüppchen mit frischen Kräutern","4","Adlershof","2017-08-09 00:00:00"
"Bio","Jouis Nour","Gebratene Hähnchenkeule mit Backkartoffeln, Sour Cream und Cole Slaw","7.5","Adlershof","2017-08-09 00:00:00"
"Vegetarian;Bio","Jouis Nour","Tagliatelle mit Pfifferling-Rahmsauce und Petersilienschmand","5.9","Adlershof","2017-08-09 00:00:00"
"Soup;Bio","Jouis Nour","Fleisch-Soljanka mit saurer Sahne und frischen Kräutern","5","Adlershof","2017-08-10 00:00:00"
"Fish","Jouis Nour","Kabeljau an Currygemüse mit Basmatireis und buntem Blattsalat","7.9","Adlershof","2017-08-10 00:00:00"
"Vegetarian;Bio","Jouis Nour","Spinat-Lasagne mit Frischkäsesauce","5.9","Adlershof","2017-08-10 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Minestrone mit Knackigen Croutons","4","Adlershof","2017-08-11 00:00:00"
"Bio","Jouis Nour","Boulette nach Balkan Art mit Feta und Peperoni, dazu grüne Bohnen und Kartoffeln","7","Adlershof","2017-08-11 00:00:00"
"Vegetarian;Bio","Jouis Nour","Bulgur Gemüseüfanne mit gepufften Buchweizen und Pestosauce","5.9","Adlershof","2017-08-11 00:00:00"
"","Suppencult","Rote Bete - Ingwercrème mit Sahne und frischem Schnittlauch","4,40","Alexanderplatz","2017-09-12 00:00:00"
"","Suppencult","Rote Bete - Ingwercrème mit Sahne und frischem Schnittlauch","4,40","Alexanderplatz","2017-09-13 00:00:00"
"","Suppencult","Rote Bete - Ingwercrème mit Sahne und frischem Schnittlauch","4,40","Alexanderplatz","2017-09-14 00:00:00"
"","Suppencult","Rote Bete - Ingwercrème mit Sahne und frischem Schnittlauch","4,40","Alexanderplatz","2017-09-15 00:00:00"
"","Suppencult","Brokkoli - Käsecrème mit Croutons und frischem Schnittlauch","4,25","Alexanderplatz","2017-09-11 00:00:00"
"","Suppencult","Brokkoli - Käsecrème mit Croutons und frischem Schnittlauch","4,25","Alexanderplatz","2017-09-12 00:00:00"
"","Suppencult","Brokkoli - Käsecrème mit Croutons und frischem Schnittlauch","4,25","Alexanderplatz","2017-09-13 00:00:00"
"","Suppencult","Brokkoli - Käsecrème mit Croutons und frischem Schnittlauch","4,25","Alexanderplatz","2017-09-14 00:00:00"
"","Suppencult","Brokkoli - Käsecrème mit Croutons und frischem Schnittlauch","4,25","Alexanderplatz","2017-09-15 00:00:00"
"Dessert","Suppencult","Kalter Vollkorngriespudding mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20","Alexanderplatz","2017-09-11 00:00:00"
"Dessert","Suppencult","Kalter Vollkorngriespudding mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20","Alexanderplatz","2017-09-12 00:00:00"
"Dessert","Suppencult","Kalter Vollkorngriespudding mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20","Alexanderplatz","2017-09-13 00:00:00"
"Dessert","Suppencult","Kalter Vollkorngriespudding mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20","Alexanderplatz","2017-09-14 00:00:00"
"Dessert","Suppencult","Kalter Vollkorngriespudding mit Kirschen oder Apfelmus, Zucker und Zimt","2,50/3,20","Alexanderplatz","2017-09-15 00:00:00"
"","Suppencult","Mascarpone Quarkcrème mit Himbeeren","2,50/3,20","Alexanderplatz","2017-09-11 00:00:00"
"","Suppencult","Mascarpone Quarkcrème mit Himbeeren","2,50/3,20","Alexanderplatz","2017-09-12 00:00:00"
"","Suppencult","Mascarpone Quarkcrème mit Himbeeren","2,50/3,20","Alexanderplatz","2017-09-13 00:00:00"
"","Suppencult","Mascarpone Quarkcrème mit Himbeeren","2,50/3,20","Alexanderplatz","2017-09-14 00:00:00"
"","Suppencult","Mascarpone Quarkcrème mit Himbeeren","2,50/3,20","Alexanderplatz","2017-09-15 00:00:00"
"Vegan;Vegetarian;Soup;Bio","Jouis Nour","Süßkartoffelsuppe mit Blattspinat und Tomatenwürfeln","4","Adlershof","2017-08-14 00:00:00"
"Bio","Jouis Nour","Hackfleisch-Kohlpfanne mit Salzkartoffeln","7","Adlershof","2017-08-14 00:00:00"
"Vegetarian;Bio","Jouis Nour","Gemüseteller mit Holländischer Sauce","5.9","Adlershof","2017-08-14 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Tomatensuppe mit Basilikum-Schmand","4","Adlershof","2017-08-15 00:00:00"
"Bio","Jouis Nour","Gefülltes Putensteak mit Brokkoli und Kurkumareis","7.5","Adlershof","2017-08-15 00:00:00"
"Vegetarian;Bio","Jouis Nour","Mediterrane Gemüse-Lasagne mit Buchweizen und Hausgemachtem Kräuterquark","5.9","Adlershof","2017-08-15 00:00:00"
"Vegetarian;Bio","Jouis Nour","Vegetarisches Chili con Soja mit Koriander und Joghurtdip","4.5","Adlershof","2017-08-16 00:00:00"
"Bio","Jouis Nour","Schnitzel Wiener Art mit Blumenkohlrahm und Salzkartoffeln","7.5","Adlershof","2017-08-16 00:00:00"
"Vegetarian;Bio","Jouis Nour","Penne Arabiatta mit Kirschtomaten und Gouda","5.9","Adlershof","2017-08-16 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Feine Erbsen-Kräutercremesuppe mit Karottenstreifen","4","Adlershof","2017-08-17 00:00:00"
"Fish","Jouis Nour","Forelle Müllerin Art mit Wurzelgemüse und Petersilienkartoffeln","","Adlershof","2017-08-17 00:00:00"
"Vegetarian;Bio","Jouis Nour","Waldpilzrisotto mit Parmesanhobel","5.9","Adlershof","2017-08-17 00:00:00"
"Vegetarian;Bio","Jouis Nour","Blumenkohl-Süppchen mit gerösteten Haferflocken","4","Adlershof","2017-08-18 00:00:00"
"Bio","Jouis Nour","Rinderboulette gefüllt mit Fetakäse an Ratatouille und Tomatenreis","7","Adlershof","2017-08-18 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Linsen-Gemüse-Curry mit Basmatireis und Koriander","5.9","Adlershof","2017-08-18 00:00:00"
"Vegan;Vegetarian;Soup;Bio","Jouis Nour","Zucchinisuppe mit Infwer-Croutons","4","Adlershof","2017-08-21 00:00:00"
"Bio","Jouis Nour","Szegediner Gulasch mit Kartoffeln und Creme Fraiche","7.5","Adlershof","2017-08-21 00:00:00"
"Vegetarian;Bio","Jouis Nour","Tomatisierte Spaghetti mit Spinat, gerösteten Nüssen und geriebenem Käse","5.5","Adlershof","2017-08-21 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Beluga-Linsensuppe mit Zitronenjoghurt-Dip","4","Adlershof","2017-08-22 00:00:00"
"Bio","Jouis Nour","Falscher Hase mit Möhren auf Kartoffelpüree mit Dill-Joghurt-Dip","7","Adlershof","2017-08-22 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Gemüse-Grünkern-Pfanne mit Naturreis und einer leichten Nuss-Sauce","5.9","Adlershof","2017-08-22 00:00:00"
"Bio","Jouis Nour","Klare Rinderbrühe mit Fadennudeln","4","Adlershof","2017-08-23 00:00:00"
"Bio","Jouis Nour","Putenschnitzel mit Pfifferlingsauce und Rosmarinkartoffeln","7.5","Adlershof","2017-08-23 00:00:00"
"Vegetarian;Bio","Jouis Nour","Schupfnudelpfanne mit Basilikumpesto und Marktgemüse","5.9","Adlershof","2017-08-23 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Cremige Rucola-Käsesuppe mit Chili-Croutons","4","Adlershof","2017-08-24 00:00:00"
"Fish","Jouis Nour","Gebratener Seelachs auf Mangold-Zucchinigemüse mit gebackenen Süßkartoffeln und Currysauce","7.9","Adlershof","2017-08-24 00:00:00"
"Vegetarian;Bio","Jouis Nour","Feuriger Couscous mit marokkanischem Gemüsetopf und Ingwer-Zimt-Dip","5.9","Adlershof","2017-08-24 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Sellerie-Cremesuppe mit Kräutern","4","Adlershof","2017-08-25 00:00:00"
"Bio","Jouis Nour","Rinderstreifen nach Stroganoff Art mit Salzkartoffeln","7.5","Adlershof","2017-08-25 00:00:00"
"Vegan;Vegetarian;Bio","Jouis Nour","Blumenkohl-Amaranth-Pfanne an Tomatensauce","5.9","Adlershof","2017-08-25 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Indische Möhrensuppe mit Orangen-Joghurt","4","Adlershof","2017-08-28 00:00:00"
"Bio","Jouis Nour","Puten-Gyros mit Tomaten-Paprikasauce und Vollkornreis","7.5","Adlershof","2017-08-28 00:00:00"
"Vegetarian;Bio","Jouis Nour","Gemüse-Kichererbsenpfanne und Joghurt-Dip","5.9","Adlershof","2017-08-28 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Kartoffel-Frischkäsesuppe mit frischem Dill","4","Adlershof","2017-08-29 00:00:00"
"Bio","Jouis Nour","Berliner Jägerschnitzel mit Tomatensauce und Spirelli","6.5","Adlershof","2017-08-29 00:00:00"
"Vegetarian;Bio","Jouis Nour","Getreide-Gemüse-Taler mit Sesamsauce und buntem Salat","5.9","Adlershof","2017-08-29 00:00:00"
"Vegetarian;Soup;Bio","Jouis Nour","Kürbis-Cremesuppe mit Orangen und Ingwer dazu Sesam","4","Adlershof","2017-08-30 00:00:00"
"Bio","Jouis Nour","Cordon Bleu vom Schwein mit Brokkoli und Kartoffelstampf","7.5","Adlershof","2017-08-30 00:00:00"
